Class,FPR,TPR,AUC
UA,0.0,0.0,0.9841772151898734
UA,0.0,0.02,0.9841772151898734
UA,0.0,0.94,0.9841772151898734
UA,0.0949367088607595,0.94,0.9841772151898734
UA,0.0949367088607595,0.96,0.9841772151898734
UA,0.3227848101265823,0.96,0.9841772151898734
UA,0.3227848101265823,0.98,0.9841772151898734
UA,0.37341772151898733,0.98,0.9841772151898734
UA,0.37341772151898733,1.0,0.9841772151898734
UA,0.9873417721518988,1.0,0.9841772151898734
UA,1.0,1.0,0.9841772151898734
NUA,0.0,0.0,0.9872283644681663
NUA,0.0,0.011627906976744186,0.9872283644681663
NUA,0.0,0.7209302325581395,0.9872283644681663
NUA,0.00819672131147541,0.7209302325581395,0.9872283644681663
NUA,0.00819672131147541,0.7906976744186046,0.9872283644681663
NUA,0.01639344262295082,0.7906976744186046,0.9872283644681663
NUA,0.01639344262295082,0.872093023255814,0.9872283644681663
NUA,0.02459016393442623,0.872093023255814,0.9872283644681663
NUA,0.02459016393442623,0.8953488372093024,0.9872283644681663
NUA,0.040983606557377046,0.8953488372093024,0.9872283644681663
NUA,0.040983606557377046,0.9186046511627907,0.9872283644681663
NUA,0.08196721311475409,0.9186046511627907,0.9872283644681663
NUA,0.08196721311475409,0.9418604651162791,0.9872283644681663
NUA,0.09836065573770492,0.9418604651162791,0.9872283644681663
NUA,0.09836065573770492,0.9651162790697675,0.9872283644681663
NUA,0.11475409836065574,0.9651162790697675,0.9872283644681663
NUA,0.11475409836065574,0.9767441860465116,0.9872283644681663
NUA,0.1557377049180328,0.9767441860465116,0.9872283644681663
NUA,0.1557377049180328,0.9883720930232558,0.9872283644681663
NUA,0.1721311475409836,0.9883720930232558,0.9872283644681663
NUA,0.1721311475409836,1.0,0.9872283644681663
NUA,1.0,1.0,0.9872283644681663
MIX,0.0,0.0,0.977328431372549
MIX,0.0,0.05555555555555555,0.977328431372549
MIX,0.0,0.3611111111111111,0.977328431372549
MIX,0.007352941176470588,0.3611111111111111,0.977328431372549
MIX,0.007352941176470588,0.5416666666666666,0.977328431372549
MIX,0.014705882352941176,0.5416666666666666,0.977328431372549
MIX,0.014705882352941176,0.6944444444444444,0.977328431372549
MIX,0.022058823529411766,0.6944444444444444,0.977328431372549
MIX,0.022058823529411766,0.7083333333333334,0.977328431372549
MIX,0.029411764705882353,0.7083333333333334,0.977328431372549
MIX,0.029411764705882353,0.7361111111111112,0.977328431372549
MIX,0.03676470588235294,0.7361111111111112,0.977328431372549
MIX,0.03676470588235294,0.75,0.977328431372549
MIX,0.04411764705882353,0.75,0.977328431372549
MIX,0.04411764705882353,0.7777777777777778,0.977328431372549
MIX,0.051470588235294115,0.7777777777777778,0.977328431372549
MIX,0.051470588235294115,0.7916666666666666,0.977328431372549
MIX,0.058823529411764705,0.7916666666666666,0.977328431372549
MIX,0.058823529411764705,0.8472222222222222,0.977328431372549
MIX,0.0661764705882353,0.8472222222222222,0.977328431372549
MIX,0.0661764705882353,0.875,0.977328431372549
MIX,0.07352941176470588,0.875,0.977328431372549
MIX,0.07352941176470588,0.9583333333333334,0.977328431372549
MIX,0.08088235294117647,0.9583333333333334,0.977328431372549
MIX,0.08088235294117647,0.9722222222222222,0.977328431372549
MIX,0.11029411764705882,0.9722222222222222,0.977328431372549
MIX,0.11029411764705882,0.9861111111111112,0.977328431372549
MIX,0.11764705882352941,0.9861111111111112,0.977328431372549
MIX,0.11764705882352941,1.0,0.977328431372549
MIX,1.0,1.0,0.977328431372549
Macro,0.0,0.6740137812230835,0.9845426894293914
Macro,0.007352941176470588,0.7341989664082686,0.9845426894293914
Macro,0.00819672131147541,0.7574547803617571,0.9845426894293914
Macro,0.014705882352941176,0.8083807062876831,0.9845426894293914
Macro,0.01639344262295082,0.8355124892334195,0.9845426894293914
Macro,0.022058823529411766,0.840142118863049,0.9845426894293914
Macro,0.02459016393442623,0.8478940568475452,0.9845426894293914
Macro,0.029411764705882353,0.8571533161068045,0.9845426894293914
Macro,0.03676470588235294,0.8617829457364342,0.9845426894293914
Macro,0.040983606557377046,0.8695348837209301,0.9845426894293914
Macro,0.04411764705882353,0.8787941429801894,0.9845426894293914
Macro,0.051470588235294115,0.883423772609819,0.9845426894293914
Macro,0.058823529411764705,0.9019422911283376,0.9845426894293914
Macro,0.0661764705882353,0.9112015503875969,0.9845426894293914
Macro,0.07352941176470588,0.9389793281653747,0.9845426894293914
Macro,0.08088235294117647,0.9436089577950043,0.9845426894293914
Macro,0.08196721311475409,0.9513608957795004,0.9845426894293914
Macro,0.0949367088607595,0.958027562446167,0.9845426894293914
Macro,0.09836065573770492,0.9657795004306632,0.9845426894293914
Macro,0.11029411764705882,0.9704091300602928,0.9845426894293914
Macro,0.11475409836065574,0.9742850990525409,0.9845426894293914
Macro,0.11764705882352941,0.9789147286821706,0.9845426894293914
Macro,0.1557377049180328,0.9827906976744186,0.9845426894293914
Macro,0.1721311475409836,0.9866666666666667,0.9845426894293914
Macro,0.3227848101265823,0.9933333333333333,0.9845426894293914
Macro,0.37341772151898733,1.0,0.9845426894293914
Macro,0.9873417721518988,1.0,0.9845426894293914
Macro,1.0,1.0,0.9845426894293914
