Class,Threshold,Net_Benefit
UA,0.0,0.2403846153846154
UA,0.010101010101010102,0.23449764521193092
UA,0.020202020202020204,0.22868754956383822
UA,0.030303030303030304,0.22325721153846154
UA,0.04040404040404041,0.21771255060728745
UA,0.05050505050505051,0.21199877250409166
UA,0.06060606060606061,0.20688585607940446
UA,0.07070707070707072,0.20234113712374582
UA,0.08080808080808081,0.19769653423499578
UA,0.09090909090909091,0.19278846153846155
UA,0.10101010101010102,0.18852636127917027
UA,0.11111111111111112,0.18509615384615385
UA,0.12121212121212122,0.1820291777188329
UA,0.13131313131313133,0.1800648479427549
UA,0.14141414141414144,0.18178733031674207
UA,0.15151515151515152,0.17857142857142858
UA,0.16161616161616163,0.17829008341056532
UA,0.17171717171717174,0.17759146341463417
UA,0.18181818181818182,0.17467948717948717
UA,0.19191919191919193,0.17391826923076922
UA,0.20202020202020204,0.16991236611489777
UA,0.21212121212121213,0.17122781065088757
UA,0.22222222222222224,0.17307692307692307
UA,0.23232323232323235,0.17257085020242915
UA,0.24242424242424243,0.18153846153846154
UA,0.25252525252525254,0.1804183991683992
UA,0.26262626262626265,0.184536354056902
UA,0.27272727272727276,0.19471153846153846
UA,0.2828282828282829,0.1985373781148429
UA,0.29292929292929293,0.1980769230769231
UA,0.30303030303030304,0.20505852842809363
UA,0.31313131313131315,0.20842760180995476
UA,0.32323232323232326,0.21218427095292766
UA,0.33333333333333337,0.21634615384615385
UA,0.3434343434343435,0.2209319526627219
UA,0.3535353535353536,0.220703125
UA,0.36363636363636365,0.22321428571428573
UA,0.37373737373737376,0.2230924317617866
UA,0.38383838383838387,0.22596153846153846
UA,0.393939393939394,0.22596153846153846
UA,0.4040404040404041,0.22596153846153846
UA,0.4141414141414142,0.21634615384615385
UA,0.42424242424242425,0.21634615384615385
UA,0.43434343434343436,0.21634615384615385
UA,0.4444444444444445,0.20192307692307693
UA,0.4545454545454546,0.18269230769230768
UA,0.4646464646464647,0.18269230769230768
UA,0.4747474747474748,0.17307692307692307
UA,0.48484848484848486,0.16826923076923078
UA,0.494949494949495,0.16346153846153846
UA,0.5050505050505051,0.14903846153846154
UA,0.5151515151515152,0.14423076923076922
UA,0.5252525252525253,0.13942307692307693
UA,0.5353535353535354,0.13942307692307693
UA,0.5454545454545455,0.13942307692307693
UA,0.5555555555555556,0.13942307692307693
UA,0.5656565656565657,0.125
UA,0.5757575757575758,0.125
UA,0.5858585858585859,0.11538461538461539
UA,0.595959595959596,0.11538461538461539
UA,0.6060606060606061,0.11057692307692307
UA,0.6161616161616162,0.10096153846153846
UA,0.6262626262626263,0.10096153846153846
UA,0.6363636363636365,0.09615384615384616
UA,0.6464646464646465,0.09615384615384616
UA,0.6565656565656566,0.09134615384615384
UA,0.6666666666666667,0.09134615384615384
UA,0.6767676767676768,0.09134615384615384
UA,0.686868686868687,0.09134615384615384
UA,0.696969696969697,0.09134615384615384
UA,0.7070707070707072,0.09134615384615384
UA,0.7171717171717172,0.09134615384615384
UA,0.7272727272727273,0.09134615384615384
UA,0.7373737373737375,0.08173076923076923
UA,0.7474747474747475,0.08173076923076923
UA,0.7575757575757577,0.07692307692307693
UA,0.7676767676767677,0.07211538461538461
UA,0.7777777777777778,0.07211538461538461
UA,0.787878787878788,0.07211538461538461
UA,0.797979797979798,0.0673076923076923
UA,0.8080808080808082,0.0673076923076923
UA,0.8181818181818182,0.0625
UA,0.8282828282828284,0.0625
UA,0.8383838383838385,0.057692307692307696
UA,0.8484848484848485,0.052884615384615384
UA,0.8585858585858587,0.052884615384615384
UA,0.8686868686868687,0.04807692307692308
UA,0.8787878787878789,0.04807692307692308
UA,0.888888888888889,0.04807692307692308
UA,0.8989898989898991,0.04807692307692308
UA,0.9090909090909092,0.04807692307692308
UA,0.9191919191919192,0.04807692307692308
UA,0.9292929292929294,0.04807692307692308
UA,0.9393939393939394,0.04807692307692308
UA,0.9494949494949496,0.04807692307692308
UA,0.9595959595959597,0.04807692307692308
UA,0.9696969696969697,0.03365384615384615
UA,0.9797979797979799,0.028846153846153848
UA,0.98989898989899,0.028846153846153848
UA,1.0,
NUA,0.0,0.41346153846153844
