Class,Threshold,High_Risk_Count,True_Positive_Count
NUA,0.787878787878788,29.0,29.0
NUA,0.797979797979798,29.0,29.0
NUA,0.8080808080808082,29.0,29.0
NUA,0.8181818181818182,29.0,29.0
NUA,0.8282828282828284,29.0,29.0
NUA,0.8383838383838385,27.0,27.0
NUA,0.8484848484848485,27.0,27.0
NUA,0.8585858585858587,27.0,27.0
NUA,0.8686868686868687,26.0,26.0
NUA,0.8787878787878789,26.0,26.0
NUA,0.888888888888889,25.0,25.0
NUA,0.8989898989898991,25.0,25.0
NUA,0.9090909090909092,25.0,25.0
NUA,0.9191919191919192,24.0,24.0
NUA,0.9292929292929294,24.0,24.0
NUA,0.9393939393939394,24.0,24.0
NUA,0.9494949494949496,23.0,23.0
NUA,0.9595959595959597,23.0,23.0
NUA,0.9696969696969697,22.0,22.0
NUA,0.9797979797979799,21.0,21.0
NUA,0.98989898989899,16.0,16.0
NUA,1.0,9.0,9.0
MIX,0.0,208.0,72.0
MIX,0.010101010101010102,170.0,72.0
MIX,0.020202020202020204,166.0,72.0
MIX,0.030303030303030304,163.0,72.0
MIX,0.04040404040404041,161.0,72.0
MIX,0.05050505050505051,160.0,72.0
MIX,0.06060606060606061,159.0,72.0
MIX,0.07070707070707072,159.0,72.0
MIX,0.08080808080808081,159.0,72.0
MIX,0.09090909090909091,155.0,72.0
MIX,0.10101010101010102,154.0,72.0
MIX,0.11111111111111112,153.0,72.0
MIX,0.12121212121212122,150.0,72.0
MIX,0.13131313131313133,149.0,72.0
MIX,0.14141414141414144,148.0,72.0
MIX,0.15151515151515152,147.0,72.0
MIX,0.16161616161616163,147.0,72.0
MIX,0.17171717171717174,147.0,72.0
MIX,0.18181818181818182,146.0,72.0
MIX,0.19191919191919193,141.0,72.0
MIX,0.20202020202020204,139.0,72.0
MIX,0.21212121212121213,135.0,72.0
MIX,0.22222222222222224,133.0,72.0
MIX,0.23232323232323235,129.0,72.0
MIX,0.24242424242424243,127.0,71.0
MIX,0.25252525252525254,126.0,71.0
MIX,0.26262626262626265,123.0,71.0
MIX,0.27272727272727276,121.0,71.0
MIX,0.2828282828282829,117.0,71.0
MIX,0.29292929292929293,114.0,70.0
MIX,0.30303030303030304,109.0,69.0
MIX,0.31313131313131315,105.0,69.0
MIX,0.32323232323232326,101.0,69.0
MIX,0.33333333333333337,99.0,69.0
MIX,0.3434343434343435,95.0,68.0
MIX,0.3535353535353536,89.0,67.0
MIX,0.36363636363636365,86.0,67.0
MIX,0.37373737373737376,84.0,66.0
MIX,0.38383838383838387,77.0,63.0
MIX,0.393939393939394,71.0,62.0
MIX,0.4040404040404041,66.0,58.0
MIX,0.4141414141414142,63.0,57.0
MIX,0.42424242424242425,59.0,54.0
MIX,0.43434343434343436,56.0,52.0
MIX,0.4444444444444445,52.0,50.0
MIX,0.4545454545454546,50.0,49.0
MIX,0.4646464646464647,48.0,47.0
MIX,0.4747474747474748,47.0,46.0
MIX,0.48484848484848486,44.0,44.0
MIX,0.494949494949495,42.0,42.0
MIX,0.5050505050505051,42.0,42.0
MIX,0.5151515151515152,42.0,42.0
MIX,0.5252525252525253,40.0,40.0
MIX,0.5353535353535354,40.0,40.0
MIX,0.5454545454545455,40.0,40.0
MIX,0.5555555555555556,38.0,38.0
MIX,0.5656565656565657,37.0,37.0
MIX,0.5757575757575758,37.0,37.0
MIX,0.5858585858585859,36.0,36.0
MIX,0.595959595959596,35.0,35.0
MIX,0.6060606060606061,34.0,34.0
MIX,0.6161616161616162,34.0,34.0
MIX,0.6262626262626263,34.0,34.0
MIX,0.6363636363636365,34.0,34.0
MIX,0.6464646464646465,34.0,34.0
MIX,0.6565656565656566,34.0,34.0
MIX,0.6666666666666667,34.0,34.0
MIX,0.6767676767676768,34.0,34.0
MIX,0.686868686868687,33.0,33.0
MIX,0.696969696969697,31.0,31.0
MIX,0.7070707070707072,31.0,31.0
MIX,0.7171717171717172,30.0,30.0
MIX,0.7272727272727273,30.0,30.0
MIX,0.7373737373737375,30.0,30.0
MIX,0.7474747474747475,29.0,29.0
MIX,0.7575757575757577,29.0,29.0
MIX,0.7676767676767677,29.0,29.0
MIX,0.7777777777777778,27.0,27.0
MIX,0.787878787878788,27.0,27.0
MIX,0.797979797979798,27.0,27.0
MIX,0.8080808080808082,27.0,27.0
MIX,0.8181818181818182,27.0,27.0
MIX,0.8282828282828284,27.0,27.0
MIX,0.8383838383838385,27.0,27.0
MIX,0.8484848484848485,27.0,27.0
MIX,0.8585858585858587,25.0,25.0
MIX,0.8686868686868687,25.0,25.0
MIX,0.8787878787878789,25.0,25.0
MIX,0.888888888888889,24.0,24.0
MIX,0.8989898989898991,24.0,24.0
MIX,0.9090909090909092,23.0,23.0
MIX,0.9191919191919192,22.0,22.0
MIX,0.9292929292929294,22.0,22.0
MIX,0.9393939393939394,19.0,19.0
MIX,0.9494949494949496,18.0,18.0
MIX,0.9595959595959597,18.0,18.0
MIX,0.9696969696969697,18.0,18.0
MIX,0.9797979797979799,18.0,18.0
MIX,0.98989898989899,16.0,16.0
MIX,1.0,5.0,5.0
