Class,Recall,Precision,AP
UA,1.0,0.2403846153846154,0.9597661676387261
UA,1.0,0.25,0.9597661676387261
UA,1.0,0.25125628140703515,0.9597661676387261
UA,1.0,0.25252525252525254,0.9597661676387261
UA,1.0,0.25380710659898476,0.9597661676387261
UA,1.0,0.25510204081632654,0.9597661676387261
UA,1.0,0.2564102564102564,0.9597661676387261
UA,1.0,0.25773195876288657,0.9597661676387261
UA,1.0,0.25906735751295334,0.9597661676387261
UA,1.0,0.2604166666666667,0.9597661676387261
UA,1.0,0.2617801047120419,0.9597661676387261
UA,1.0,0.2631578947368421,0.9597661676387261
UA,1.0,0.26455026455026454,0.9597661676387261
UA,1.0,0.26595744680851063,0.9597661676387261
UA,1.0,0.26737967914438504,0.9597661676387261
UA,1.0,0.26881720430107525,0.9597661676387261
UA,1.0,0.2702702702702703,0.9597661676387261
UA,1.0,0.2717391304347826,0.9597661676387261
UA,1.0,0.273224043715847,0.9597661676387261
UA,1.0,0.27472527472527475,0.9597661676387261
UA,1.0,0.27624309392265195,0.9597661676387261
UA,1.0,0.2777777777777778,0.9597661676387261
UA,1.0,0.27932960893854747,0.9597661676387261
UA,1.0,0.2808988764044944,0.9597661676387261
UA,1.0,0.2824858757062147,0.9597661676387261
UA,1.0,0.2840909090909091,0.9597661676387261
UA,1.0,0.2857142857142857,0.9597661676387261
UA,1.0,0.28735632183908044,0.9597661676387261
UA,1.0,0.28901734104046245,0.9597661676387261
UA,1.0,0.29069767441860467,0.9597661676387261
UA,1.0,0.29239766081871343,0.9597661676387261
UA,1.0,0.29411764705882354,0.9597661676387261
UA,1.0,0.2958579881656805,0.9597661676387261
UA,1.0,0.2976190476190476,0.9597661676387261
UA,1.0,0.2994011976047904,0.9597661676387261
UA,1.0,0.30120481927710846,0.9597661676387261
UA,1.0,0.30303030303030304,0.9597661676387261
UA,1.0,0.3048780487804878,0.9597661676387261
UA,1.0,0.3067484662576687,0.9597661676387261
UA,1.0,0.30864197530864196,0.9597661676387261
UA,1.0,0.3105590062111801,0.9597661676387261
UA,1.0,0.3125,0.9597661676387261
UA,1.0,0.31446540880503143,0.9597661676387261
UA,1.0,0.31645569620253167,0.9597661676387261
UA,1.0,0.3184713375796178,0.9597661676387261
UA,1.0,0.32051282051282054,0.9597661676387261
UA,1.0,0.3225806451612903,0.9597661676387261
UA,1.0,0.3246753246753247,0.9597661676387261
UA,1.0,0.32679738562091504,0.9597661676387261
UA,1.0,0.32894736842105265,0.9597661676387261
UA,1.0,0.33112582781456956,0.9597661676387261
UA,1.0,0.3333333333333333,0.9597661676387261
UA,1.0,0.33557046979865773,0.9597661676387261
UA,1.0,0.33783783783783783,0.9597661676387261
UA,1.0,0.3401360544217687,0.9597661676387261
UA,1.0,0.3424657534246575,0.9597661676387261
UA,1.0,0.3448275862068966,0.9597661676387261
UA,1.0,0.3472222222222222,0.9597661676387261
UA,1.0,0.34965034965034963,0.9597661676387261
UA,1.0,0.352112676056338,0.9597661676387261
UA,1.0,0.3546099290780142,0.9597661676387261
UA,1.0,0.35714285714285715,0.9597661676387261
UA,1.0,0.3597122302158273,0.9597661676387261
UA,1.0,0.36231884057971014,0.9597661676387261
UA,1.0,0.36496350364963503,0.9597661676387261
UA,1.0,0.36764705882352944,0.9597661676387261
UA,1.0,0.37037037037037035,0.9597661676387261
UA,1.0,0.373134328358209,0.9597661676387261
UA,1.0,0.37593984962406013,0.9597661676387261
UA,1.0,0.3787878787878788,0.9597661676387261
UA,1.0,0.3816793893129771,0.9597661676387261
UA,1.0,0.38461538461538464,0.9597661676387261
UA,1.0,0.3875968992248062,0.9597661676387261
UA,1.0,0.390625,0.9597661676387261
UA,1.0,0.3937007874015748,0.9597661676387261
UA,1.0,0.3968253968253968,0.9597661676387261
UA,1.0,0.4,0.9597661676387261
UA,1.0,0.4032258064516129,0.9597661676387261
UA,1.0,0.4065040650406504,0.9597661676387261
UA,1.0,0.4098360655737705,0.9597661676387261
UA,1.0,0.4132231404958678,0.9597661676387261
UA,1.0,0.4166666666666667,0.9597661676387261
UA,1.0,0.42016806722689076,0.9597661676387261
UA,1.0,0.423728813559322,0.9597661676387261
UA,1.0,0.42735042735042733,0.9597661676387261
UA,1.0,0.43103448275862066,0.9597661676387261
UA,1.0,0.43478260869565216,0.9597661676387261
UA,1.0,0.43859649122807015,0.9597661676387261
UA,1.0,0.4424778761061947,0.9597661676387261
UA,1.0,0.44642857142857145,0.9597661676387261
UA,1.0,0.45045045045045046,0.9597661676387261
UA,1.0,0.45454545454545453,0.9597661676387261
UA,1.0,0.45871559633027525,0.9597661676387261
UA,1.0,0.46296296296296297,0.9597661676387261
UA,1.0,0.4672897196261682,0.9597661676387261
UA,1.0,0.4716981132075472,0.9597661676387261
UA,1.0,0.47619047619047616,0.9597661676387261
UA,1.0,0.4807692307692308,0.9597661676387261
UA,1.0,0.4854368932038835,0.9597661676387261
UA,1.0,0.49019607843137253,0.9597661676387261
UA,1.0,0.49504950495049505,0.9597661676387261
UA,1.0,0.5,0.9597661676387261
UA,1.0,0.5050505050505051,0.9597661676387261
UA,1.0,0.5102040816326531,0.9597661676387261
UA,1.0,0.5154639175257731,0.9597661676387261
UA,1.0,0.5208333333333334,0.9597661676387261
UA,1.0,0.5263157894736842,0.9597661676387261
UA,1.0,0.5319148936170213,0.9597661676387261
UA,1.0,0.5376344086021505,0.9597661676387261
UA,1.0,0.5434782608695652,0.9597661676387261
UA,1.0,0.5494505494505495,0.9597661676387261
UA,1.0,0.5555555555555556,0.9597661676387261
UA,1.0,0.5617977528089888,0.9597661676387261
UA,1.0,0.5681818181818182,0.9597661676387261
UA,1.0,0.5747126436781609,0.9597661676387261
UA,1.0,0.5813953488372093,0.9597661676387261
UA,1.0,0.5882352941176471,0.9597661676387261
UA,0.98,0.5833333333333334,0.9597661676387261
UA,0.98,0.5903614457831325,0.9597661676387261
UA,0.98,0.5975609756097561,0.9597661676387261
UA,0.98,0.6049382716049383,0.9597661676387261
UA,0.96,0.6,0.9597661676387261
UA,0.96,0.6075949367088608,0.9597661676387261
UA,0.96,0.6153846153846154,0.9597661676387261
UA,0.96,0.6233766233766234,0.9597661676387261
UA,0.96,0.631578947368421,0.9597661676387261
UA,0.96,0.64,0.9597661676387261
UA,0.96,0.6486486486486487,0.9597661676387261
UA,0.96,0.6575342465753424,0.9597661676387261
UA,0.96,0.6666666666666666,0.9597661676387261
UA,0.96,0.676056338028169,0.9597661676387261
UA,0.96,0.6857142857142857,0.9597661676387261
UA,0.96,0.6956521739130435,0.9597661676387261
UA,0.94,0.6911764705882353,0.9597661676387261
UA,0.94,0.7014925373134329,0.9597661676387261
UA,0.94,0.7121212121212122,0.9597661676387261
UA,0.94,0.7230769230769231,0.9597661676387261
UA,0.94,0.734375,0.9597661676387261
UA,0.94,0.746031746031746,0.9597661676387261
UA,0.94,0.7580645161290323,0.9597661676387261
UA,0.94,0.7704918032786885,0.9597661676387261
UA,0.94,0.7833333333333333,0.9597661676387261
UA,0.94,0.7966101694915254,0.9597661676387261
UA,0.94,0.8103448275862069,0.9597661676387261
UA,0.94,0.8245614035087719,0.9597661676387261
UA,0.92,0.8214285714285714,0.9597661676387261
UA,0.92,0.8363636363636363,0.9597661676387261
UA,0.92,0.8518518518518519,0.9597661676387261
UA,0.92,0.8679245283018868,0.9597661676387261
UA,0.9,0.8653846153846154,0.9597661676387261
UA,0.9,0.8823529411764706,0.9597661676387261
UA,0.9,0.9,0.9597661676387261
UA,0.88,0.8979591836734694,0.9597661676387261
UA,0.88,0.9166666666666666,0.9597661676387261
UA,0.86,0.9148936170212766,0.9597661676387261
UA,0.86,0.9347826086956522,0.9597661676387261
UA,0.84,0.9333333333333333,0.9597661676387261
UA,0.84,0.9545454545454546,0.9597661676387261
UA,0.82,0.9534883720930233,0.9597661676387261
UA,0.8,0.9523809523809523,0.9597661676387261
UA,0.78,0.9512195121951219,0.9597661676387261
UA,0.76,0.95,0.9597661676387261
UA,0.74,0.9487179487179487,0.9597661676387261
UA,0.72,0.9473684210526315,0.9597661676387261
UA,0.72,0.972972972972973,0.9597661676387261
