Class,Recall,Precision,AP
UA,1.0,0.2403846153846154,0.922813063946118
UA,1.0,0.24154589371980675,0.922813063946118
UA,1.0,0.24271844660194175,0.922813063946118
UA,1.0,0.24390243902439024,0.922813063946118
UA,1.0,0.24509803921568626,0.922813063946118
UA,1.0,0.24630541871921183,0.922813063946118
UA,1.0,0.24752475247524752,0.922813063946118
UA,1.0,0.24875621890547264,0.922813063946118
UA,1.0,0.25,0.922813063946118
UA,1.0,0.25125628140703515,0.922813063946118
UA,1.0,0.25252525252525254,0.922813063946118
UA,1.0,0.25380710659898476,0.922813063946118
UA,1.0,0.25510204081632654,0.922813063946118
UA,1.0,0.2564102564102564,0.922813063946118
UA,1.0,0.25773195876288657,0.922813063946118
UA,1.0,0.25906735751295334,0.922813063946118
UA,1.0,0.2604166666666667,0.922813063946118
UA,1.0,0.2617801047120419,0.922813063946118
UA,1.0,0.2631578947368421,0.922813063946118
UA,1.0,0.26455026455026454,0.922813063946118
UA,1.0,0.26595744680851063,0.922813063946118
UA,1.0,0.26737967914438504,0.922813063946118
UA,1.0,0.26881720430107525,0.922813063946118
UA,1.0,0.2702702702702703,0.922813063946118
UA,1.0,0.2717391304347826,0.922813063946118
UA,1.0,0.273224043715847,0.922813063946118
UA,1.0,0.27472527472527475,0.922813063946118
UA,1.0,0.27624309392265195,0.922813063946118
UA,1.0,0.2777777777777778,0.922813063946118
UA,1.0,0.27932960893854747,0.922813063946118
UA,1.0,0.2808988764044944,0.922813063946118
UA,1.0,0.2824858757062147,0.922813063946118
UA,1.0,0.2840909090909091,0.922813063946118
UA,1.0,0.2857142857142857,0.922813063946118
UA,1.0,0.28735632183908044,0.922813063946118
UA,1.0,0.28901734104046245,0.922813063946118
UA,1.0,0.29069767441860467,0.922813063946118
UA,1.0,0.29239766081871343,0.922813063946118
UA,1.0,0.29411764705882354,0.922813063946118
UA,1.0,0.2958579881656805,0.922813063946118
UA,1.0,0.2976190476190476,0.922813063946118
UA,1.0,0.2994011976047904,0.922813063946118
UA,1.0,0.30120481927710846,0.922813063946118
UA,1.0,0.30303030303030304,0.922813063946118
UA,1.0,0.3048780487804878,0.922813063946118
UA,1.0,0.3067484662576687,0.922813063946118
UA,1.0,0.30864197530864196,0.922813063946118
UA,1.0,0.3105590062111801,0.922813063946118
UA,1.0,0.3125,0.922813063946118
UA,1.0,0.31446540880503143,0.922813063946118
UA,1.0,0.31645569620253167,0.922813063946118
UA,1.0,0.3184713375796178,0.922813063946118
UA,1.0,0.32051282051282054,0.922813063946118
UA,1.0,0.3225806451612903,0.922813063946118
UA,1.0,0.3246753246753247,0.922813063946118
UA,1.0,0.32679738562091504,0.922813063946118
UA,1.0,0.32894736842105265,0.922813063946118
UA,1.0,0.33112582781456956,0.922813063946118
UA,1.0,0.3333333333333333,0.922813063946118
UA,1.0,0.33557046979865773,0.922813063946118
UA,1.0,0.33783783783783783,0.922813063946118
UA,1.0,0.3401360544217687,0.922813063946118
UA,1.0,0.3424657534246575,0.922813063946118
UA,1.0,0.3448275862068966,0.922813063946118
UA,1.0,0.3472222222222222,0.922813063946118
UA,1.0,0.34965034965034963,0.922813063946118
UA,1.0,0.352112676056338,0.922813063946118
UA,1.0,0.3546099290780142,0.922813063946118
UA,1.0,0.35714285714285715,0.922813063946118
UA,1.0,0.3597122302158273,0.922813063946118
UA,1.0,0.36231884057971014,0.922813063946118
UA,1.0,0.36496350364963503,0.922813063946118
UA,1.0,0.36764705882352944,0.922813063946118
UA,1.0,0.37037037037037035,0.922813063946118
UA,1.0,0.373134328358209,0.922813063946118
UA,1.0,0.37593984962406013,0.922813063946118
UA,1.0,0.3787878787878788,0.922813063946118
UA,1.0,0.3816793893129771,0.922813063946118
UA,1.0,0.38461538461538464,0.922813063946118
UA,1.0,0.3875968992248062,0.922813063946118
UA,1.0,0.390625,0.922813063946118
UA,1.0,0.3937007874015748,0.922813063946118
UA,1.0,0.3968253968253968,0.922813063946118
UA,1.0,0.4,0.922813063946118
UA,1.0,0.4032258064516129,0.922813063946118
UA,1.0,0.4065040650406504,0.922813063946118
UA,1.0,0.4098360655737705,0.922813063946118
UA,1.0,0.4132231404958678,0.922813063946118
UA,1.0,0.4166666666666667,0.922813063946118
UA,1.0,0.42016806722689076,0.922813063946118
UA,1.0,0.423728813559322,0.922813063946118
UA,1.0,0.42735042735042733,0.922813063946118
UA,1.0,0.43103448275862066,0.922813063946118
UA,1.0,0.43478260869565216,0.922813063946118
UA,1.0,0.43859649122807015,0.922813063946118
UA,1.0,0.4424778761061947,0.922813063946118
UA,1.0,0.44642857142857145,0.922813063946118
UA,1.0,0.45045045045045046,0.922813063946118
UA,1.0,0.45454545454545453,0.922813063946118
UA,1.0,0.45871559633027525,0.922813063946118
UA,1.0,0.46296296296296297,0.922813063946118
UA,1.0,0.4672897196261682,0.922813063946118
UA,1.0,0.4716981132075472,0.922813063946118
UA,1.0,0.47619047619047616,0.922813063946118
UA,1.0,0.4807692307692308,0.922813063946118
UA,1.0,0.4854368932038835,0.922813063946118
UA,1.0,0.49019607843137253,0.922813063946118
UA,1.0,0.49504950495049505,0.922813063946118
UA,1.0,0.5,0.922813063946118
UA,0.98,0.494949494949495,0.922813063946118
UA,0.98,0.5,0.922813063946118
UA,0.98,0.5051546391752577,0.922813063946118
UA,0.98,0.5104166666666666,0.922813063946118
UA,0.98,0.5157894736842106,0.922813063946118
UA,0.98,0.5212765957446809,0.922813063946118
UA,0.98,0.5268817204301075,0.922813063946118
UA,0.98,0.532608695652174,0.922813063946118
UA,0.98,0.5384615384615384,0.922813063946118
UA,0.98,0.5444444444444444,0.922813063946118
UA,0.98,0.550561797752809,0.922813063946118
UA,0.98,0.5568181818181818,0.922813063946118
UA,0.98,0.5632183908045977,0.922813063946118
